Relation	Num	MR	hits@10	hits@1	MRR	FMR	Fhits@10	Fhits@1	FMRR
/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium	38	301.3	47.37	6.58	0.182	265.59	47.37	9.21	0.212
/people/person/gender	436	3119.29	50.0	38.19	0.441	2379.99	50.0	38.19	0.441
/film/actor/film./film/performance/special_performance_type	16	1210.25	3.13	0.0	0.034	1154.97	3.13	3.13	0.05
/education/educational_institution_campus/educational_institution	13	1.62	100.0	69.23	0.821	1.62	100.0	69.23	0.821
/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee	27	1433.22	29.63	11.11	0.191	1405.57	29.63	11.11	0.192
/music/record_label/artist	266	502.87	15.98	1.5	0.065	478.26	17.48	2.44	0.08
/award/award_nominee/award_nominations./award/award_nomination/award	1067	182.93	26.48	4.92	0.117	150.31	40.49	9.33	0.191
/base/aareas/schema/administrative_area/administrative_parent	25	84.96	44.0	12.0	0.267	37.4	86.0	20.0	0.411
/tv/tv_program/program_creator	2	7435.25	0.0	0.0	0.0	7435.25	0.0	0.0	0.0
/music/performance_role/regular_performances./music/group_membership/group	167	54.6	40.42	2.99	0.128	24.48	66.17	23.05	0.361
/people/ethnicity/geographic_distribution	17	50.47	38.24	5.88	0.166	45.35	44.12	5.88	0.192
/music/performance_role/track_performances./music/track_contribution/role	53	39.66	13.21	0.0	0.066	14.98	45.28	4.72	0.171
/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person	7	827.29	28.57	14.29	0.192	813.93	28.57	14.29	0.204
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	21	57.74	42.86	26.19	0.335	29.26	57.14	33.33	0.412
/award/award_winning_work/awards_won./award/award_honor/honored_for	10	16.25	30.0	0.0	0.096	8.25	90.0	0.0	0.303
/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed	21	18.93	52.38	2.38	0.176	3.98	100.0	47.62	0.562
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	16	53.44	56.25	0.0	0.124	49.47	81.25	0.0	0.257
/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school	42	27.42	44.05	7.14	0.178	21.29	54.76	10.71	0.23
/tv/tv_program/genre	94	66.24	34.57	4.79	0.134	47.72	45.21	11.7	0.238
/film/film/film_festivals	18	478.28	16.67	8.33	0.123	470.67	16.67	11.11	0.137
/location/location/contains	330	493.27	31.36	5.76	0.148	387.18	39.55	12.58	0.218
/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source	84	539.52	48.81	46.43	0.472	256.15	49.4	46.43	0.476
/sports/sports_league/teams./sports/sports_league_participation/team	16	38.47	53.13	28.13	0.405	31.53	56.25	28.13	0.41
/people/person/spouse_s./people/marriage/spouse	4	693.63	0.0	0.0	0.004	693.38	0.0	0.0	0.004
/film/film/distributors./film/film_film_distributor_relationship/region	10	530.75	50.0	10.0	0.196	463.15	50.0	10.0	0.196
/film/film/other_crew./film/film_crew_gig/crewmember	26	332.19	21.15	7.69	0.122	325.58	26.92	9.62	0.137
/organization/organization/headquarters./location/mailing_address/state_province_region	39	717.41	41.03	12.82	0.211	694.49	42.31	12.82	0.219
/education/field_of_study/students_majoring./education/education/major_field_of_study	11	35.18	31.82	0.0	0.079	29.95	36.36	0.0	0.098
/base/locations/continents/countries_within	5	31.7	50.0	20.0	0.31	16.0	50.0	20.0	0.328
/award/award_winning_work/awards_won./award/award_honor/award	118	154.1	27.12	4.66	0.11	142.92	33.9	6.36	0.145
/organization/organization/child./organization/organization_relationship/child	20	503.45	17.5	0.0	0.06	501.55	17.5	0.0	0.071
/film/film/genre	722	297.83	31.02	6.09	0.135	166.97	38.85	12.47	0.209
/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	31	45.35	37.1	16.13	0.23	15.55	51.61	19.35	0.296
/people/person/place_of_birth	170	1637.55	5.0	0.29	0.02	1617.07	5.0	0.29	0.02
/language/human_language/countries_spoken_in	25	52.62	26.0	2.0	0.098	46.36	32.0	4.0	0.125
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	1	25.0	50.0	0.0	0.063	22.5	50.0	0.0	0.064
/education/educational_institution/campuses	13	1.58	100.0	76.92	0.858	1.58	100.0	76.92	0.858
/base/culturalevent/event/entity_involved	20	3243.97	12.5	0.0	0.049	3241.35	17.5	2.5	0.078
/award/award_category/winners./award/award_honor/award_winner	217	560.36	27.88	6.22	0.132	548.27	35.48	9.22	0.172
/organization/organization/headquarters./location/mailing_address/country	7	787.5	42.86	42.86	0.429	709.07	42.86	42.86	0.43
/education/university/domestic_tuition./measurement_unit/dated_money_value/currency	5	125.6	50.0	50.0	0.504	59.1	50.0	50.0	0.513
/olympics/olympic_games/sports	13	12.62	38.46	3.85	0.163	3.0	100.0	26.92	0.491
/sports/sports_team/sport	53	370.03	51.89	40.57	0.449	303.53	69.81	46.23	0.535
/people/profession/specialization_of	13	3414.0	23.08	0.0	0.043	3411.54	26.92	0.0	0.048
/award/award_category/winners./award/award_honor/ceremony	323	26.16	32.97	4.33	0.133	4.05	94.89	43.96	0.617
/music/instrument/instrumentalists	153	194.29	26.8	5.56	0.125	150.37	34.31	8.82	0.172
/medicine/disease/risk_factors	13	3357.65	38.46	3.85	0.14	3350.77	53.85	7.69	0.178
/award/award_winning_work/awards_won./award/award_honor/award_winner	24	145.6	35.42	4.17	0.146	143.5	43.75	10.42	0.211
/sports/sports_team/colors	77	782.06	39.61	5.84	0.153	728.73	42.21	12.34	0.209
/music/performance_role/guest_performances./music/recording_contribution/performance_role	2	66.5	0.0	0.0	0.016	62.25	0.0	0.0	0.018
/award/ranked_item/appears_in_ranked_lists./award/ranking/list	48	101.74	48.96	9.38	0.268	68.61	48.96	22.92	0.358
/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency	3	165.83	50.0	33.33	0.391	61.5	50.0	33.33	0.393
/education/educational_degree/people_with_this_degree./education/education/institution	287	137.4	42.86	9.41	0.199	69.23	53.14	25.44	0.345
/film/film/costume_design_by	13	147.0	23.08	11.54	0.163	141.19	26.92	11.54	0.169
/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type	11	126.68	54.55	45.45	0.488	83.86	54.55	45.45	0.491
/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance	3	333.33	33.33	16.67	0.239	314.0	33.33	16.67	0.239
/film/film/written_by	26	996.5	15.38	0.0	0.047	995.15	15.38	1.92	0.06
/location/statistical_region/religions./location/religion_percentage/religion	60	420.35	40.0	3.33	0.132	405.16	76.67	34.17	0.488
/government/governmental_body/members./government/government_position_held/legislative_sessions	12	16.63	62.5	25.0	0.402	1.13	100.0	87.5	0.938
/education/university/fraternities_and_sororities	21	61.67	57.14	21.43	0.363	44.26	59.52	26.19	0.406
/soccer/football_team/current_roster./soccer/football_roster_position/position	10	228.9	50.0	15.0	0.273	44.2	55.0	40.0	0.464
/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation	20	17.48	52.5	10.0	0.287	2.45	97.5	55.0	0.677
/film/film/dubbing_performances./film/dubbing_performance/actor	8	525.88	50.0	6.25	0.184	522.38	62.5	12.5	0.261
/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	17	39.53	14.71	0.0	0.083	26.03	38.24	0.0	0.126
/film/actor/film./film/performance/film	836	1534.35	5.92	0.48	0.025	1526.96	10.05	2.21	0.049
/food/food/nutrients./food/nutrition_fact/nutrient	105	22.36	30.48	2.38	0.116	2.47	98.57	60.48	0.722
/people/ethnicity/languages_spoken	29	358.33	29.31	1.72	0.097	353.38	34.48	1.72	0.109
/user/jg/default_domain/olympic_games/sports	11	14.77	27.27	4.55	0.131	5.09	95.45	9.09	0.298
/education/field_of_study/students_majoring./education/education/student	34	380.22	14.71	0.0	0.042	375.28	14.71	0.0	0.051
/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	91	188.84	42.31	8.79	0.206	155.84	48.9	22.53	0.311
/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position	4	24.5	50.0	12.5	0.303	9.5	50.0	50.0	0.528
/film/film/personal_appearances./film/personal_film_appearance/person	11	1081.45	22.73	9.09	0.141	1079.45	27.27	9.09	0.162
/film/film/estimated_budget./measurement_unit/dated_money_value/currency	151	495.67	50.0	48.34	0.489	128.7	50.66	48.34	0.492
/people/person/profession	1311	731.06	37.07	6.9	0.156	339.53	41.8	16.86	0.256
/time/event/locations	34	332.63	19.12	0.0	0.069	328.97	23.53	0.0	0.097
/music/instrument/family	6	57.67	8.33	0.0	0.028	54.83	8.33	0.0	0.03
/location/location/adjoin_s./location/adjoining_relationship/adjoins	55	58.17	66.36	2.73	0.182	56.04	77.27	5.45	0.249
/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue	20	443.6	30.0	10.0	0.16	431.75	32.5	10.0	0.175
/base/biblioness/bibs_location/country	14	319.86	46.43	17.86	0.287	231.71	46.43	17.86	0.287
/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	53	1599.28	49.06	38.68	0.424	1408.79	49.06	38.68	0.425
/education/educational_institution/students_graduates./education/education/major_field_of_study	321	166.74	16.82	1.4	0.068	138.47	27.73	3.74	0.117
/education/university/local_tuition./measurement_unit/dated_money_value/currency	1	135.0	50.0	50.0	0.502	40.5	50.0	50.0	0.506
/film/film/produced_by	60	790.8	30.83	2.5	0.114	786.77	35.83	5.83	0.158
/organization/role/leaders./organization/leadership/organization	70	238.99	49.29	26.43	0.339	141.06	51.43	27.14	0.349
/film/film/story_by	31	871.48	32.26	4.84	0.116	869.45	35.48	8.06	0.173
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	86	677.6	16.28	2.91	0.081	661.76	22.67	3.49	0.105
/award/award_category/disciplines_or_subjects	15	146.17	36.67	6.67	0.138	135.33	53.33	10.0	0.227
/award/award_ceremony/awards_presented./award/award_honor/award_winner	317	236.92	26.5	3.47	0.108	224.09	28.71	5.52	0.132
/base/americancomedy/celebrity_impressionist/celebrities_impersonated	8	544.19	18.75	6.25	0.085	514.81	18.75	6.25	0.086
/sports/sports_team/roster./baseball/baseball_roster_position/position	3	19.0	50.0	16.67	0.312	5.67	66.67	33.33	0.497
/people/deceased_person/place_of_death	78	2051.44	7.69	1.92	0.035	2031.51	7.69	1.92	0.036
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	132	742.6	26.52	4.55	0.105	736.64	34.47	11.74	0.191
/film/film/language	314	578.51	43.63	28.34	0.334	181.11	47.29	32.17	0.377
/medicine/symptom/symptom_of	31	40.11	51.61	0.0	0.132	33.68	69.35	6.45	0.242
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	1	1317.0	0.0	0.0	0.001	1317.0	0.0	0.0	0.001
/government/legislative_session/members./government/government_position_held/district_represented	117	18.53	30.34	2.99	0.124	3.38	96.15	54.27	0.637
/location/us_county/county_seat	2	1.0	100.0	100.0	1.0	1.0	100.0	100.0	1.0
/film/film_subject/films	77	1253.74	6.49	1.3	0.033	1246.06	7.14	1.3	0.036
/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	160	400.08	28.13	8.44	0.151	356.78	29.69	10.94	0.173
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	32	1894.94	6.25	0.0	0.022	1891.81	6.25	0.0	0.028
/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	50	1608.58	45.0	23.0	0.331	1431.51	45.0	23.0	0.332
/location/country/second_level_divisions	46	407.29	48.91	33.7	0.407	238.64	48.91	33.7	0.408
/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency	3	95.17	50.0	33.33	0.376	38.33	50.0	33.33	0.384
/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency	60	738.1	50.83	0.0	0.187	587.68	50.83	0.0	0.187
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	38	76.41	27.63	1.32	0.098	58.63	36.84	5.26	0.143
/organization/organization/place_founded	16	1020.0	12.5	0.0	0.049	1019.0	12.5	0.0	0.049
/music/performance_role/regular_performances./music/group_membership/role	40	53.56	10.0	0.0	0.033	27.43	16.25	0.0	0.07
/music/group_member/membership./music/group_membership/role	29	103.97	31.03	1.72	0.117	87.97	36.21	6.9	0.17
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft	43	10.72	63.95	5.81	0.207	2.29	100.0	39.53	0.62
/influence/influence_node/peers./influence/peer_relationship/peers	2	551.25	0.0	0.0	0.003	550.5	0.0	0.0	0.003
/base/eating/practicer_of_diet/diet	11	1087.41	45.45	4.55	0.113	1056.73	45.45	4.55	0.117
/people/person/employment_history./business/employment_tenure/company	24	1138.4	6.25	2.08	0.038	1136.29	6.25	2.08	0.041
/film/film/edited_by	13	541.04	7.69	0.0	0.038	534.85	11.54	0.0	0.042
/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency	4	190.13	50.0	50.0	0.501	80.25	50.0	50.0	0.504
/film/film/music	92	926.39	16.3	1.63	0.06	920.42	16.3	2.17	0.066
/tv/tv_producer/programs_produced./tv/tv_producer_term/program	4	471.63	25.0	0.0	0.061	467.75	25.0	0.0	0.117
/education/educational_institution/school_type	80	144.94	45.63	10.0	0.222	91.09	47.5	11.88	0.245
/location/country/capital	11	1082.14	4.55	0.0	0.017	1080.86	4.55	0.0	0.018
/government/legislative_session/members./government/government_position_held/legislative_sessions	13	12.19	46.15	7.69	0.215	5.08	84.62	11.54	0.351
/location/hud_county_place/place	48	29.56	85.42	50.0	0.637	29.56	85.42	50.0	0.637
/people/person/spouse_s./people/marriage/location_of_ceremony	35	1597.71	2.86	0.0	0.012	1595.03	2.86	0.0	0.012
/award/award_ceremony/awards_presented./award/award_honor/honored_for	121	337.69	19.01	2.07	0.074	331.95	21.49	3.31	0.095
/user/ktrueman/default_domain/international_organization/member_states	24	43.69	54.17	27.08	0.359	13.23	62.5	29.17	0.426
/film/film/runtime./film/film_cut/film_release_region	9	1359.28	16.67	5.56	0.086	1355.33	16.67	5.56	0.088
/sports/sport/pro_athletes./sports/pro_sports_played/athlete	17	1563.62	32.35	20.59	0.249	1548.62	47.06	23.53	0.288
/base/popstra/celebrity/dated./base/popstra/dated/participant	11	1061.36	0.0	0.0	0.012	1059.32	0.0	0.0	0.013
/base/biblioness/bibs_location/state	7	20.43	57.14	28.57	0.409	13.0	64.29	28.57	0.43
/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency	22	202.73	50.0	45.45	0.468	154.82	50.0	45.45	0.469
/award/award_category/category_of	20	176.18	47.5	35.0	0.417	165.95	72.5	52.5	0.606
/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	29	146.1	17.24	0.0	0.046	141.28	20.69	0.0	0.054
/people/person/religion	127	2036.61	12.2	0.39	0.036	1952.68	12.2	1.18	0.04
/film/film/executive_produced_by	73	601.94	19.18	0.68	0.077	594.32	28.08	3.42	0.109
/business/job_title/people_with_this_title./business/employment_tenure/company	85	1138.37	30.59	1.18	0.088	1119.38	35.29	7.65	0.167
/location/country/official_language	16	127.47	31.25	0.0	0.075	114.47	31.25	0.0	0.1
/film/film/film_format	39	363.68	51.28	16.67	0.31	314.42	51.28	16.67	0.312
/media_common/netflix_genre/titles	124	301.33	40.32	11.69	0.201	242.21	41.94	14.11	0.233
/film/film/featured_film_locations	100	1232.66	8.0	0.0	0.024	1207.62	9.0	0.0	0.028
/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium	158	501.48	50.95	44.62	0.468	90.92	51.9	45.89	0.488
/location/location/partially_contains	13	31.31	73.08	15.38	0.313	30.04	73.08	15.38	0.335
/sports/sports_team/roster./american_football/football_historical_roster_position/position_s	1	37.5	0.0	0.0	0.05	18.0	50.0	0.0	0.116
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	258	41.84	27.33	4.65	0.124	13.25	65.89	21.51	0.345
/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	60	18.13	45.0	2.5	0.135	1.13	100.0	90.83	0.948
