Relation	Num	MR	hits@10	hits@1	MRR	FMR	Fhits@10	Fhits@1	FMRR
/award/award_winner/awards_won./award/award_honor/award_winner	41	121.67	42.68	0.0	0.103	116.56	70.73	0.0	0.228
/business/business_operation/revenue./measurement_unit/dated_money_value/currency	1	98.5	50.0	50.0	0.503	42.0	50.0	50.0	0.506
/user/alexander/philosophy/philosopher/interests	9	16.44	50.0	5.56	0.206	12.56	66.67	22.22	0.326
/music/genre/parent_genre	97	75.78	32.99	5.15	0.155	69.48	41.24	5.15	0.176
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics	8	13.5	50.0	6.25	0.195	5.69	81.25	25.0	0.405
/film/special_film_performance_type/film_performance_type./film/performance/film	11	348.09	45.45	4.55	0.207	330.91	45.45	4.55	0.208
/common/topic/webpage./common/webpage/category	402	3401.98	50.0	50.0	0.5	2349.54	50.0	50.0	0.5
/soccer/football_team/current_roster./sports/sports_team_roster/position	12	198.33	54.17	20.83	0.313	40.17	54.17	33.33	0.435
/people/person/places_lived./people/place_lived/location	305	1317.47	8.03	0.33	0.029	1282.41	9.18	0.82	0.037
/sports/sports_team_location/teams	53	3109.41	0.0	0.0	0.002	3108.95	0.0	0.0	0.002
/music/group_member/membership./music/group_membership/group	22	30.11	52.27	4.55	0.204	27.95	54.55	6.82	0.231
/people/person/languages	98	663.68	38.78	5.61	0.176	518.47	40.31	8.67	0.201
/time/event/instance_of_recurring_event	11	2531.64	45.45	45.45	0.467	2518.45	81.82	68.18	0.75
/business/business_operation/industry	41	969.94	26.83	1.22	0.095	955.8	26.83	2.44	0.109
/film/film/film_art_direction_by	3	18.83	50.0	0.0	0.128	13.83	50.0	0.0	0.135
/film/film_set_designer/film_sets_designed	8	459.94	18.75	0.0	0.068	455.94	31.25	0.0	0.085
/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics	63	30.84	31.75	0.79	0.105	13.13	61.9	11.11	0.278
/film/film/cinematography	17	551.44	26.47	2.94	0.098	546.85	29.41	2.94	0.101
/people/cause_of_death/people	94	1745.29	9.57	1.06	0.036	1722.77	9.57	1.6	0.041
/government/politician/government_positions_held./government/government_position_held/legislative_sessions	30	10.57	56.67	8.33	0.222	4.7	85.0	45.0	0.591
/film/film/other_crew./film/film_crew_gig/film_crew_role	606	294.56	42.74	6.85	0.178	123.27	47.85	25.5	0.339
/film/film/prequel	18	11.69	69.44	0.0	0.235	11.56	72.22	0.0	0.237
/film/film/country	131	503.28	43.13	17.94	0.275	277.74	44.27	27.48	0.338
/base/aareas/schema/administrative_area/administrative_area_type	20	57.42	50.0	47.5	0.494	8.43	57.5	47.5	0.523
/film/film/release_date_s./film/film_regional_release_date/film_release_region	1447	118.52	14.24	1.0	0.06	26.13	59.88	16.86	0.307
/music/genre/artists	664	184.38	27.41	4.44	0.116	144.69	39.98	11.9	0.214
/location/location/time_zones	137	1057.59	43.43	3.28	0.181	918.23	43.43	4.01	0.185
/people/ethnicity/people	251	984.27	23.71	1.39	0.081	920.26	24.5	2.59	0.093
/tv/tv_program/languages	24	160.4	54.17	35.42	0.43	78.75	62.5	37.5	0.467
/dataworld/gardening_hint/split_to	10	1177.15	60.0	45.0	0.492	1177.15	60.0	45.0	0.492
/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal	16	16.44	53.13	21.88	0.355	1.0	100.0	100.0	1.0
/award/award_category/nominees./award/award_nomination/nominated_for	858	123.2	24.07	2.91	0.097	81.55	38.93	7.93	0.177
/tv/tv_network/programs./tv/tv_network_duration/program	26	1020.83	23.08	1.92	0.105	1013.35	25.0	3.85	0.12
/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal	38	34.38	52.63	14.47	0.309	5.67	88.16	60.53	0.697
/people/deceased_person/place_of_burial	9	1214.56	0.0	0.0	0.013	1204.5	0.0	0.0	0.013
/olympics/olympic_games/participating_countries	23	43.35	41.3	0.0	0.146	19.57	52.17	0.0	0.195
/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	9	548.22	27.78	0.0	0.117	542.06	33.33	11.11	0.181
/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer	31	495.06	16.13	0.0	0.042	488.08	19.35	0.0	0.045
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	214	32.64	38.32	0.0	0.1	23.0	76.64	0.0	0.24
/location/administrative_division/country	3	88.0	33.33	0.0	0.106	61.5	33.33	0.0	0.107
/music/artist/contribution./music/recording_contribution/performance_role	14	137.82	21.43	3.57	0.102	129.25	21.43	3.57	0.118
/medicine/disease/notable_people_with_this_condition	15	1571.2	16.67	3.33	0.07	1565.0	16.67	6.67	0.087
/education/educational_degree/people_with_this_degree./education/education/major_field_of_study	63	28.29	45.24	4.76	0.158	14.13	72.22	17.46	0.347
/sports/pro_athlete/teams./sports/sports_team_roster/team	16	139.72	3.13	0.0	0.034	136.69	6.25	0.0	0.038
/government/politician/government_positions_held./government/government_position_held/basic_title	16	79.06	40.63	6.25	0.157	71.13	40.63	6.25	0.176
/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months	3	7.67	83.33	0.0	0.148	2.5	100.0	16.67	0.5
/sports/sports_team/roster./basketball/basketball_roster_position/position	2	29.25	50.0	25.0	0.321	11.75	50.0	25.0	0.357
/tv/tv_program/country_of_origin	32	228.52	51.56	26.56	0.338	169.81	51.56	26.56	0.349
/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium	38	269.49	50.0	11.84	0.233	236.11	50.0	15.79	0.273
/people/person/gender	436	1529.2	50.11	29.13	0.388	631.24	50.23	29.13	0.389
/film/actor/film./film/performance/special_performance_type	16	1306.69	40.63	3.13	0.153	1255.19	40.63	3.13	0.153
/education/educational_institution_campus/educational_institution	13	3.08	100.0	38.46	0.579	3.08	100.0	38.46	0.579
/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee	27	658.96	38.89	12.96	0.196	637.67	42.59	12.96	0.203
/music/record_label/artist	266	449.29	19.36	3.57	0.085	425.98	21.99	4.51	0.1
/award/award_nominee/award_nominations./award/award_nomination/award	1067	186.81	26.05	3.56	0.105	155.27	38.57	8.06	0.174
/base/aareas/schema/administrative_area/administrative_parent	25	94.6	46.0	12.0	0.276	52.36	80.0	12.0	0.343
/tv/tv_program/program_creator	2	964.0	0.0	0.0	0.001	964.0	0.0	0.0	0.001
/music/performance_role/regular_performances./music/group_membership/group	167	52.16	41.32	2.4	0.135	23.63	63.47	24.55	0.363
/people/ethnicity/geographic_distribution	17	296.21	50.0	11.76	0.24	292.06	55.88	14.71	0.293
/music/performance_role/track_performances./music/track_contribution/role	53	40.07	19.81	2.83	0.086	15.53	49.06	10.38	0.215
/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person	7	772.07	35.71	21.43	0.245	759.93	35.71	21.43	0.249
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	21	42.6	42.86	19.05	0.297	15.57	59.52	23.81	0.355
/award/award_winning_work/awards_won./award/award_honor/honored_for	10	18.65	25.0	0.0	0.078	9.65	90.0	0.0	0.268
/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed	21	15.71	59.52	2.38	0.217	1.67	100.0	64.29	0.783
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	16	48.16	65.63	0.0	0.184	45.03	81.25	0.0	0.302
/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school	42	30.96	47.62	3.57	0.164	25.12	53.57	7.14	0.21
/tv/tv_program/genre	94	58.81	32.98	2.13	0.124	42.8	50.53	6.91	0.205
/film/film/film_festivals	18	760.03	19.44	2.78	0.085	752.97	19.44	2.78	0.09
/location/location/contains	330	502.53	29.09	3.94	0.115	396.49	37.27	6.21	0.154
/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source	84	515.33	50.0	41.67	0.458	231.98	50.0	41.67	0.459
/sports/sports_league/teams./sports/sports_league_participation/team	16	53.38	59.38	21.88	0.362	46.31	62.5	21.88	0.396
/people/person/spouse_s./people/marriage/spouse	4	3482.63	0.0	0.0	0.006	3482.38	0.0	0.0	0.006
/film/film/distributors./film/film_film_distributor_relationship/region	10	502.7	45.0	0.0	0.133	434.25	45.0	0.0	0.133
/film/film/other_crew./film/film_crew_gig/crewmember	26	457.33	17.31	1.92	0.054	450.23	19.23	1.92	0.056
/organization/organization/headquarters./location/mailing_address/state_province_region	39	390.78	42.31	7.69	0.19	368.62	43.59	7.69	0.195
/education/field_of_study/students_majoring./education/education/major_field_of_study	11	18.41	40.91	9.09	0.213	15.32	59.09	9.09	0.242
/base/locations/continents/countries_within	5	54.1	50.0	40.0	0.431	38.8	50.0	40.0	0.434
/award/award_winning_work/awards_won./award/award_honor/award	118	217.46	26.27	2.97	0.106	207.16	31.36	6.78	0.149
/organization/organization/child./organization/organization_relationship/child	20	402.18	22.5	2.5	0.068	400.3	22.5	2.5	0.075
/film/film/genre	722	274.72	31.79	6.58	0.144	148.6	39.54	13.16	0.216
/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	31	43.84	43.55	17.74	0.251	14.02	56.45	22.58	0.326
/people/person/place_of_birth	170	1669.83	4.71	0.0	0.018	1649.45	5.0	0.0	0.018
/language/human_language/countries_spoken_in	25	49.7	26.0	4.0	0.125	44.44	32.0	6.0	0.153
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	1	24.5	50.0	0.0	0.111	22.0	50.0	0.0	0.113
/education/educational_institution/campuses	13	2.31	100.0	53.85	0.701	2.31	100.0	53.85	0.701
/base/culturalevent/event/entity_involved	20	2936.8	27.5	0.0	0.081	2934.38	30.0	2.5	0.117
/award/award_category/winners./award/award_honor/award_winner	217	486.22	26.27	4.38	0.123	474.76	35.71	7.14	0.158
/organization/organization/headquarters./location/mailing_address/country	7	683.07	42.86	14.29	0.234	614.21	42.86	14.29	0.235
/education/university/domestic_tuition./measurement_unit/dated_money_value/currency	5	216.7	50.0	30.0	0.376	137.4	50.0	30.0	0.379
/olympics/olympic_games/sports	13	17.27	34.62	3.85	0.124	8.31	69.23	7.69	0.217
/sports/sports_team/sport	53	118.58	52.83	11.32	0.233	55.58	69.81	11.32	0.273
/people/profession/specialization_of	13	2941.0	11.54	3.85	0.079	2938.54	11.54	3.85	0.087
/award/award_category/winners./award/award_honor/ceremony	323	25.13	31.89	3.25	0.118	3.31	93.19	54.33	0.67
/music/instrument/instrumentalists	153	160.2	30.72	4.9	0.137	116.85	35.62	10.78	0.197
/medicine/disease/risk_factors	13	36.96	11.54	0.0	0.052	32.46	23.08	0.0	0.064
/award/award_winning_work/awards_won./award/award_honor/award_winner	24	192.63	35.42	2.08	0.139	190.46	41.67	6.25	0.191
/sports/sports_team/colors	77	167.82	43.51	10.39	0.21	123.14	46.75	12.99	0.244
/music/performance_role/guest_performances./music/recording_contribution/performance_role	2	35.5	0.0	0.0	0.028	31.5	0.0	0.0	0.032
/award/ranked_item/appears_in_ranked_lists./award/ranking/list	48	106.79	51.04	23.96	0.354	83.05	53.13	37.5	0.441
/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency	3	147.5	50.0	50.0	0.502	59.5	50.0	50.0	0.504
/education/educational_degree/people_with_this_degree./education/education/institution	287	135.22	41.81	8.54	0.19	68.06	51.92	23.87	0.329
/film/film/costume_design_by	13	117.5	34.62	0.0	0.113	111.31	38.46	0.0	0.115
/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type	11	67.73	54.55	45.45	0.489	32.59	59.09	45.45	0.503
/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance	3	631.0	16.67	0.0	0.045	611.0	16.67	0.0	0.045
/film/film/written_by	26	885.77	9.62	0.0	0.041	884.46	13.46	0.0	0.045
/location/statistical_region/religions./location/religion_percentage/religion	60	73.95	43.33	2.5	0.13	59.5	76.67	27.5	0.44
/government/governmental_body/members./government/government_position_held/legislative_sessions	12	16.04	62.5	25.0	0.406	2.58	100.0	50.0	0.622
/education/university/fraternities_and_sororities	21	64.83	52.38	19.05	0.351	47.19	52.38	23.81	0.384
/soccer/football_team/current_roster./soccer/football_roster_position/position	10	195.05	55.0	15.0	0.273	41.6	60.0	45.0	0.501
/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation	20	15.53	55.0	7.5	0.281	2.1	100.0	60.0	0.737
/film/film/dubbing_performances./film/dubbing_performance/actor	8	284.44	37.5	12.5	0.189	281.63	50.0	18.75	0.244
/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	17	25.41	20.59	5.88	0.129	15.44	38.24	8.82	0.189
/film/actor/film./film/performance/film	836	1207.03	6.04	0.3	0.025	1199.75	8.37	1.44	0.043
/food/food/nutrients./food/nutrition_fact/nutrient	105	22.52	29.52	2.38	0.112	2.57	98.1	61.43	0.727
/people/ethnicity/languages_spoken	29	54.41	29.31	6.9	0.13	49.72	34.48	6.9	0.148
/user/jg/default_domain/olympic_games/sports	11	19.73	18.18	0.0	0.087	10.55	45.45	9.09	0.2
/education/field_of_study/students_majoring./education/education/student	34	848.16	11.76	2.94	0.067	843.46	13.24	2.94	0.071
/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	91	260.81	39.01	14.29	0.234	228.36	42.31	23.08	0.313
/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position	4	33.38	50.0	12.5	0.3	20.0	50.0	50.0	0.513
/film/film/personal_appearances./film/personal_film_appearance/person	11	1025.68	22.73	13.64	0.179	1023.77	22.73	13.64	0.188
/film/film/estimated_budget./measurement_unit/dated_money_value/currency	151	504.49	49.34	16.89	0.326	128.03	49.34	16.89	0.329
/people/person/profession	1311	670.26	36.92	6.06	0.158	316.52	41.53	15.06	0.242
/time/event/locations	34	553.54	17.65	1.47	0.075	549.94	30.88	2.94	0.101
/music/instrument/family	6	81.42	0.0	0.0	0.016	78.17	0.0	0.0	0.017
/location/location/adjoin_s./location/adjoining_relationship/adjoins	55	15.11	53.64	2.73	0.178	12.95	60.91	4.55	0.228
/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue	20	224.68	17.5	0.0	0.062	211.9	17.5	2.5	0.078
/base/biblioness/bibs_location/country	14	357.86	46.43	0.0	0.094	269.68	46.43	0.0	0.094
/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	53	1218.95	49.06	20.75	0.339	1047.78	49.06	20.75	0.34
/education/educational_institution/students_graduates./education/education/major_field_of_study	321	165.14	20.87	2.34	0.087	140.09	29.91	5.45	0.138
/education/university/local_tuition./measurement_unit/dated_money_value/currency	1	197.5	50.0	50.0	0.501	71.5	50.0	50.0	0.504
/film/film/produced_by	60	810.38	25.83	4.17	0.117	806.51	33.33	5.83	0.144
/organization/role/leaders./organization/leadership/organization	70	215.33	50.71	11.43	0.232	127.84	50.71	11.43	0.237
/film/film/story_by	31	813.87	32.26	3.23	0.108	812.02	33.87	9.68	0.185
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	86	169.13	20.93	5.81	0.111	156.34	25.58	8.72	0.144
/award/award_category/disciplines_or_subjects	15	1158.6	46.67	13.33	0.217	1148.2	56.67	26.67	0.344
/award/award_ceremony/awards_presented./award/award_honor/award_winner	317	199.82	24.76	4.89	0.113	187.53	28.71	6.94	0.134
/base/americancomedy/celebrity_impressionist/celebrities_impersonated	8	555.56	25.0	6.25	0.153	527.25	25.0	6.25	0.154
/sports/sports_team/roster./baseball/baseball_roster_position/position	3	18.0	50.0	16.67	0.311	5.0	83.33	16.67	0.4
/people/deceased_person/place_of_death	78	1665.01	11.54	2.56	0.057	1645.12	12.18	2.56	0.058
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	132	352.74	22.35	4.17	0.101	346.85	31.82	8.71	0.165
/film/film/language	314	493.14	44.59	29.46	0.342	138.06	48.25	32.96	0.384
/medicine/symptom/symptom_of	31	18.82	38.71	1.61	0.124	11.89	59.68	6.45	0.211
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	1	2287.5	0.0	0.0	0.0	2287.5	0.0	0.0	0.0
/government/legislative_session/members./government/government_position_held/district_represented	117	18.08	34.62	5.13	0.146	2.65	96.15	51.71	0.659
/location/us_county/county_seat	2	1.0	100.0	100.0	1.0	1.0	100.0	100.0	1.0
/film/film_subject/films	77	1422.86	12.99	1.3	0.046	1414.92	12.99	1.3	0.051
/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	160	316.36	30.94	5.94	0.141	277.28	32.81	8.13	0.165
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	32	1296.44	12.5	0.0	0.039	1293.58	12.5	0.0	0.04
/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	50	2490.75	38.0	1.0	0.098	2265.66	38.0	1.0	0.098
/location/country/second_level_divisions	46	485.08	48.91	21.74	0.34	312.96	48.91	21.74	0.34
/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency	3	56.0	50.0	33.33	0.39	19.17	50.0	33.33	0.41
/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency	60	1090.58	50.0	15.83	0.327	888.95	50.0	15.83	0.327
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	38	73.32	38.16	1.32	0.133	57.46	44.74	5.26	0.191
/organization/organization/place_founded	16	995.34	15.63	0.0	0.052	994.34	15.63	0.0	0.055
/music/performance_role/regular_performances./music/group_membership/role	40	50.77	12.5	0.0	0.061	27.93	35.0	3.75	0.128
/music/group_member/membership./music/group_membership/role	29	163.55	32.76	5.17	0.131	148.26	36.21	6.9	0.158
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft	43	10.24	63.95	8.14	0.237	2.3	100.0	44.19	0.641
/influence/influence_node/peers./influence/peer_relationship/peers	2	76.5	0.0	0.0	0.017	75.75	0.0	0.0	0.017
/base/eating/practicer_of_diet/diet	11	708.27	50.0	18.18	0.301	677.73	50.0	27.27	0.347
/people/person/employment_history./business/employment_tenure/company	24	1124.21	10.42	0.0	0.043	1122.15	10.42	2.08	0.069
/film/film/edited_by	13	364.85	23.08	7.69	0.123	359.81	26.92	7.69	0.129
/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency	4	162.0	50.0	37.5	0.418	54.5	50.0	37.5	0.421
/film/film/music	92	641.02	11.96	2.72	0.06	634.82	11.96	2.72	0.061
/tv/tv_producer/programs_produced./tv/tv_producer_term/program	4	215.13	37.5	0.0	0.111	210.25	37.5	12.5	0.21
/education/educational_institution/school_type	80	198.28	42.5	8.13	0.181	153.48	43.75	10.0	0.194
/location/country/capital	11	1744.68	4.55	0.0	0.02	1743.41	4.55	0.0	0.022
/government/legislative_session/members./government/government_position_held/legislative_sessions	13	12.42	38.46	3.85	0.156	4.65	92.31	19.23	0.405
/location/hud_county_place/place	48	43.52	85.42	47.92	0.597	43.52	85.42	47.92	0.597
/people/person/spouse_s./people/marriage/location_of_ceremony	35	2087.36	4.29	0.0	0.019	2084.86	4.29	0.0	0.019
/award/award_ceremony/awards_presented./award/award_honor/honored_for	121	233.19	17.77	2.89	0.077	227.93	19.83	3.31	0.087
/user/ktrueman/default_domain/international_organization/member_states	24	47.17	50.0	29.17	0.372	14.42	62.5	31.25	0.415
/film/film/runtime./film/film_cut/film_release_region	9	426.89	11.11	0.0	0.049	422.78	16.67	0.0	0.05
/sports/sport/pro_athletes./sports/pro_sports_played/athlete	17	1299.65	38.24	0.0	0.154	1289.65	41.18	0.0	0.171
/base/popstra/celebrity/dated./base/popstra/dated/participant	11	679.41	0.0	0.0	0.013	677.36	0.0	0.0	0.013
/base/biblioness/bibs_location/state	7	20.43	57.14	14.29	0.303	15.79	71.43	14.29	0.32
/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency	22	93.55	50.0	47.73	0.488	57.82	50.0	47.73	0.492
/award/award_category/category_of	20	58.92	50.0	37.5	0.412	48.2	77.5	60.0	0.653
/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	29	98.38	10.34	0.0	0.051	94.84	12.07	0.0	0.054
/people/person/religion	127	1521.0	22.44	0.79	0.068	1437.72	22.44	1.57	0.072
/film/film/executive_produced_by	73	326.42	17.81	2.74	0.072	318.55	20.55	2.74	0.084
/business/job_title/people_with_this_title./business/employment_tenure/company	85	956.94	25.88	1.18	0.087	936.01	31.76	6.47	0.147
/location/country/official_language	16	391.06	34.38	15.63	0.238	383.22	37.5	18.75	0.264
/film/film/film_format	39	399.17	50.0	26.92	0.367	351.47	50.0	26.92	0.369
/media_common/netflix_genre/titles	124	227.65	35.48	9.68	0.184	170.47	37.1	11.69	0.211
/film/film/featured_film_locations	100	869.03	8.0	0.5	0.03	844.38	8.5	0.5	0.031
/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium	158	486.92	50.32	39.56	0.445	80.9	50.95	40.19	0.455
/location/location/partially_contains	13	1163.35	26.92	3.85	0.138	1161.23	34.62	3.85	0.154
/sports/sports_team/roster./american_football/football_historical_roster_position/position_s	1	39.5	0.0	0.0	0.049	20.0	50.0	0.0	0.114
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	258	42.26	28.1	4.84	0.129	13.6	63.37	21.32	0.335
/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	60	18.77	48.33	4.17	0.159	1.72	100.0	62.5	0.769
